Part;Value;Device;Footprint Name;Detailed Description;Link;Manuf Part Number;Datasheet URL;Description;Manufacturer;DigiKey Part Number;Pricing;Stock;Package/Footprint
PWR1:BAT1:R2;330;RC1206JR-07330RL;RESC3116X65N;;https://www.digikey.ca/en/products/detail/yageo/RC1206JR-07330RL/729279;RC1206JR-07330RL;https://www.yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L;RES 330 OHM 5% 1/4W 1206;YAGEO;311-330ERCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.1, 'unit_price': 0.01}, {'break_quantity': 25, 'total_price': 0.24, 'unit_price': 0.0096}];90105;1206 (3216 Metric)
PWR1:BAT1:R3;RG1005P-152-B-T5RES_0510_SUS;RG1005P-152-B-T5RES_0510_SUS;RES_0510_SUS;;https://www.digikey.ca/en/products/detail/susumu/RG1005P-152-B-T5/968756;RG1005P-152-B-T5;https://www.susumu.co.jp/english/product/category.php?cid=1?cid=1;RES SMD 1.5K OHM 0.1% 1/16W 0402;Susumu;RG10P1.5KBCT-ND;[{'break_quantity': 1, 'total_price': 0.11, 'unit_price': 0.11}, {'break_quantity': 10, 'total_price': 0.95, 'unit_price': 0.095}, {'break_quantity': 25, 'total_price': 2.22, 'unit_price': 0.0888}, {'break_quantity': 50, 'total_price': 4.19, 'unit_price': 0.0838}, {'break_quantity': 100, 'total_price': 7.91, 'unit_price': 0.0791}, {'break_quantity': 250, 'total_price': 18.35, 'unit_price': 0.0734}, {'break_quantity': 500, 'total_price': 34.74, 'unit_price': 0.06948}, {'break_quantity': 1000, 'total_price': 65.9, 'unit_price': 0.0659}];27875;0402 (1005 Metric)
PWR1:BAT1:U$7;FS8205A;FS8205A;FS8205A;;https://www.digikey.ca/en/products/detail/evvo/FS8205A/26220994?s=N4IgTCBcDaIGIGUAcYAMBWAgiAugXyA;FS8205A;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7158/5272_FS8205A.pdf;DUAL N-CHANNEL ENHANCEMENT MODE;EVVO;5272-FS8205ACT-ND;[{'break_quantity': 1, 'total_price': 0.34, 'unit_price': 0.34}, {'break_quantity': 10, 'total_price': 2.07, 'unit_price': 0.207}, {'break_quantity': 100, 'total_price': 12.96, 'unit_price': 0.1296}, {'break_quantity': 500, 'total_price': 47.97, 'unit_price': 0.09594}, {'break_quantity': 1000, 'total_price': 85.06, 'unit_price': 0.08506}];0;SOT-23-6
PWR1:BAT1:U2;BQ29700DSERDSE0006A;BQ29700DSERDSE0006A;DSE0006A;;https://www.digikey.ca/en/products/detail/texas-instruments/BQ29700DSER/5973173;BQ29700DSER;https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fbq2971;IC BATT PROT LI-ION 1CELL 6WSON;Texas Instruments;296-43985-1-ND;[{'break_quantity': 1, 'total_price': 0.51, 'unit_price': 0.51}, {'break_quantity': 10, 'total_price': 3.58, 'unit_price': 0.358}, {'break_quantity': 25, 'total_price': 8.0, 'unit_price': 0.32}, {'break_quantity': 100, 'total_price': 27.83, 'unit_price': 0.2783}, {'break_quantity': 250, 'total_price': 64.59, 'unit_price': 0.25836}, {'break_quantity': 500, 'total_price': 123.16, 'unit_price': 0.24632}, {'break_quantity': 1000, 'total_price': 236.4, 'unit_price': 0.2364}];59697;6-WFDFN
PWR1:BATCHG1:C1;1 uF (6.3V);CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
PWR1:BATCHG1:LED1;LTST-C170GKTLED_LTST-C170GKT_LTO;LTST-C170GKTLED_LTST-C170GKT_LTO;LED_LTST-C170GKT_LTO;;https://www.digikey.ca/en/products/detail/liteon/LTST-C170GKT/269226;LTST-C170GKT;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/895/LTST-C170GKT.pdf;LED GREEN CLEAR SMD;Lite-On Inc.;160-1179-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.66, 'unit_price': 0.066}, {'break_quantity': 100, 'total_price': 4.53, 'unit_price': 0.0453}, {'break_quantity': 500, 'total_price': 17.76, 'unit_price': 0.03552}, {'break_quantity': 1000, 'total_price': 32.24, 'unit_price': 0.03224}];1260040;0805 (2012 Metric)
PWR1:BATCHG1:R1;RG1608P-4990-B-T5;RG1608P-4990-B-T5;RESC1608X50N;;https://www.digikey.ca/en/products/detail/susumu/RG1608P-4990-B-T5/1240599;RG1608P-4990-B-T5;https://www.susumu.co.jp/english/product/category.php?cid=1?cid=1;RES SMD 499 OHM 0.1% 1/10W 0603;Susumu;RG16P499BCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.84, 'unit_price': 0.084}, {'break_quantity': 25, 'total_price': 1.94, 'unit_price': 0.0776}, {'break_quantity': 50, 'total_price': 3.67, 'unit_price': 0.0734}, {'break_quantity': 100, 'total_price': 6.93, 'unit_price': 0.0693}, {'break_quantity': 250, 'total_price': 16.07, 'unit_price': 0.06428}, {'break_quantity': 500, 'total_price': 30.42, 'unit_price': 0.06084}, {'break_quantity': 1000, 'total_price': 57.69, 'unit_price': 0.05769}];109596;0603 (1608 Metric)
PWR1:BATCHG1:R2;RG1005P-152-B-T5RES_0510_SUS;RG1005P-152-B-T5RES_0510_SUS;RES_0510_SUS;;https://www.digikey.ca/en/products/detail/susumu/RG1005P-152-B-T5/968756;RG1005P-152-B-T5;https://www.susumu.co.jp/english/product/category.php?cid=1?cid=1;RES SMD 1.5K OHM 0.1% 1/16W 0402;Susumu;RG10P1.5KBCT-ND;[{'break_quantity': 1, 'total_price': 0.11, 'unit_price': 0.11}, {'break_quantity': 10, 'total_price': 0.95, 'unit_price': 0.095}, {'break_quantity': 25, 'total_price': 2.22, 'unit_price': 0.0888}, {'break_quantity': 50, 'total_price': 4.19, 'unit_price': 0.0838}, {'break_quantity': 100, 'total_price': 7.91, 'unit_price': 0.0791}, {'break_quantity': 250, 'total_price': 18.35, 'unit_price': 0.0734}, {'break_quantity': 500, 'total_price': 34.74, 'unit_price': 0.06948}, {'break_quantity': 1000, 'total_price': 65.9, 'unit_price': 0.0659}];27875;0402 (1005 Metric)
PWR1:BATCHG1:U$1;;DG103350;DG103350;;https://www.digikey.ca/en/products/detail/vishay-ametherm/DG103350/5967492;DG103350;;THERMISTOR NTC 10KOHM 3475K BEAD;Vishay Ametherm;570-1178-ND;[{'break_quantity': 1, 'total_price': 1.96, 'unit_price': 1.96}, {'break_quantity': 5, 'total_price': 8.68, 'unit_price': 1.736}, {'break_quantity': 10, 'total_price': 16.54, 'unit_price': 1.654}, {'break_quantity': 25, 'total_price': 38.91, 'unit_price': 1.5564}, {'break_quantity': 50, 'total_price': 74.49, 'unit_price': 1.4898}, {'break_quantity': 100, 'total_price': 142.9, 'unit_price': 1.429}, {'break_quantity': 500, 'total_price': 653.35, 'unit_price': 1.3067}, {'break_quantity': 1000, 'total_price': 1261.2, 'unit_price': 1.2612}, {'break_quantity': 5000, 'total_price': 5847.8, 'unit_price': 1.16956}];66;Bead, Glass
PWR1:BATCHG1:U1;BQ21040DBVR;BQ21040DBVR;SOT95P280X145-6N;;https://www.digikey.ca/en/products/detail/texas-instruments/BQ21040DBVR/6036340;BQ21040DBVR;https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fbq21040;IC BATT CHG LI-ION 1CELL SOT23-6;Texas Instruments;296-47315-1-ND;[{'break_quantity': 1, 'total_price': 0.89, 'unit_price': 0.89}, {'break_quantity': 10, 'total_price': 6.35, 'unit_price': 0.635}, {'break_quantity': 25, 'total_price': 14.31, 'unit_price': 0.5724}, {'break_quantity': 100, 'total_price': 50.3, 'unit_price': 0.503}, {'break_quantity': 250, 'total_price': 117.49, 'unit_price': 0.46996}, {'break_quantity': 500, 'total_price': 225.03, 'unit_price': 0.45006}, {'break_quantity': 1000, 'total_price': 433.67, 'unit_price': 0.43367}];66651;SOT-23-6
TEMP1:R1;47K;RC0603FR-0747KL;RESC1608X55;;https://www.digikey.ca/en/products/detail/yageo/RC0603FR-0747KL/727253;RC0603FR-0747KL;https://www.yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L;RES 47K OHM 1% 1/10W 0603;YAGEO;311-47.0KHRCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.07, 'unit_price': 0.007}, {'break_quantity': 25, 'total_price': 0.15, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.28, 'unit_price': 0.0056}];4028691;0603 (1608 Metric)
TEMP1:R2;47K;RC0603FR-0747KL;RESC1608X55;;https://www.digikey.ca/en/products/detail/yageo/RC0603FR-0747KL/727253;RC0603FR-0747KL;https://www.yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L;RES 47K OHM 1% 1/10W 0603;YAGEO;311-47.0KHRCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.07, 'unit_price': 0.007}, {'break_quantity': 25, 'total_price': 0.15, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.28, 'unit_price': 0.0056}];4028691;0603 (1608 Metric)
TEMP1:U$1;RNCF0402BTE10K0;RNCF0402BTE10K0;RNCF0402BTE10K0;10K Resistor 0.1% 1/10W;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0402BTE10K0/1710765;RNCF0402BTE10K0;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 10K OHM 0.1% 1/10W 0402;Stackpole Electronics Inc;RNCF0402BTE10K0CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.7, 'unit_price': 0.07}, {'break_quantity': 25, 'total_price': 1.6, 'unit_price': 0.064}, {'break_quantity': 50, 'total_price': 3.17, 'unit_price': 0.0634}, {'break_quantity': 100, 'total_price': 5.88, 'unit_price': 0.0588}, {'break_quantity': 250, 'total_price': 13.39, 'unit_price': 0.05356}, {'break_quantity': 500, 'total_price': 26.37, 'unit_price': 0.05274}, {'break_quantity': 1000, 'total_price': 47.05, 'unit_price': 0.04705}];4597;0402 (1005 Metric)
TEMP1:U$2;jdahjsd;DG103350;DG103350;;https://www.digikey.ca/en/products/detail/vishay-ametherm/DG103350/5967492;DG103350;;THERMISTOR NTC 10KOHM 3475K BEAD;Vishay Ametherm;570-1178-ND;[{'break_quantity': 1, 'total_price': 1.96, 'unit_price': 1.96}, {'break_quantity': 5, 'total_price': 8.68, 'unit_price': 1.736}, {'break_quantity': 10, 'total_price': 16.54, 'unit_price': 1.654}, {'break_quantity': 25, 'total_price': 38.91, 'unit_price': 1.5564}, {'break_quantity': 50, 'total_price': 74.49, 'unit_price': 1.4898}, {'break_quantity': 100, 'total_price': 142.9, 'unit_price': 1.429}, {'break_quantity': 500, 'total_price': 653.35, 'unit_price': 1.3067}, {'break_quantity': 1000, 'total_price': 1261.2, 'unit_price': 1.2612}, {'break_quantity': 5000, 'total_price': 5847.8, 'unit_price': 1.16956}];66;Bead, Glass
USBC1:CR2;PESD4V0Y1BSFYLSOD962-2_NEX;PESD4V0Y1BSFYLSOD962-2_NEX;SOD962-2_NEX;;https://www.digikey.ca/en/products/detail/nexperia-usa-inc/PESD4V0Y1BSFYL/9326494;PESD4V0Y1BSFYL;https://assets.nexperia.com/documents/data-sheet/PESD4V0Y1BSF.pdf;TVS DIODE 4VWM 3.7VC DSN0603-2;Nexperia USA Inc.;1727-7840-1-ND;[{'break_quantity': 1, 'total_price': 0.17, 'unit_price': 0.17}, {'break_quantity': 10, 'total_price': 1.18, 'unit_price': 0.118}, {'break_quantity': 100, 'total_price': 5.3, 'unit_price': 0.053}, {'break_quantity': 500, 'total_price': 26.25, 'unit_price': 0.0525}, {'break_quantity': 1000, 'total_price': 52.0, 'unit_price': 0.052}];3988;0201 (0603 Metric)
USBC1:CR3;PESD4V0Y1BSFYLSOD962-2_NEX;PESD4V0Y1BSFYLSOD962-2_NEX;SOD962-2_NEX;;https://www.digikey.ca/en/products/detail/nexperia-usa-inc/PESD4V0Y1BSFYL/9326494;PESD4V0Y1BSFYL;https://assets.nexperia.com/documents/data-sheet/PESD4V0Y1BSF.pdf;TVS DIODE 4VWM 3.7VC DSN0603-2;Nexperia USA Inc.;1727-7840-1-ND;[{'break_quantity': 1, 'total_price': 0.17, 'unit_price': 0.17}, {'break_quantity': 10, 'total_price': 1.18, 'unit_price': 0.118}, {'break_quantity': 100, 'total_price': 5.3, 'unit_price': 0.053}, {'break_quantity': 500, 'total_price': 26.25, 'unit_price': 0.0525}, {'break_quantity': 1000, 'total_price': 52.0, 'unit_price': 0.052}];3988;0201 (0603 Metric)
USBC1:CR4;PESD4V0Y1BSFYLSOD962-2_NEX;PESD4V0Y1BSFYLSOD962-2_NEX;SOD962-2_NEX;;https://www.digikey.ca/en/products/detail/nexperia-usa-inc/PESD4V0Y1BSFYL/9326494;PESD4V0Y1BSFYL;https://assets.nexperia.com/documents/data-sheet/PESD4V0Y1BSF.pdf;TVS DIODE 4VWM 3.7VC DSN0603-2;Nexperia USA Inc.;1727-7840-1-ND;[{'break_quantity': 1, 'total_price': 0.17, 'unit_price': 0.17}, {'break_quantity': 10, 'total_price': 1.18, 'unit_price': 0.118}, {'break_quantity': 100, 'total_price': 5.3, 'unit_price': 0.053}, {'break_quantity': 500, 'total_price': 26.25, 'unit_price': 0.0525}, {'break_quantity': 1000, 'total_price': 52.0, 'unit_price': 0.052}];3988;0201 (0603 Metric)
USBC1:J1;USB4105-GF-A;USB4105-GF-A;GCT_USB4105-GF-A;;https://www.digikey.ca/en/products/detail/gct/USB4105-GF-A/11198441;USB4105-GF-A;https://gct.co/files/specs/usb4105-spec.pdf;CONN RCP USB2.0 TYP C 24P SMD RA;GCT;2073-USB4105-GF-ACT-ND;[{'break_quantity': 1, 'total_price': 0.78, 'unit_price': 0.78}, {'break_quantity': 10, 'total_price': 6.59, 'unit_price': 0.659}, {'break_quantity': 25, 'total_price': 15.43, 'unit_price': 0.6172}, {'break_quantity': 50, 'total_price': 29.39, 'unit_price': 0.5878}, {'break_quantity': 100, 'total_price': 55.97, 'unit_price': 0.5597}, {'break_quantity': 250, 'total_price': 131.15, 'unit_price': 0.5246}];60581;
USBC1:R1;5.1K;RG1608P-4990-B-T5;RESC1608X50N;;https://www.digikey.ca/en/products/detail/susumu/RG1608P-4990-B-T5/1240599;RG1608P-4990-B-T5;https://www.susumu.co.jp/english/product/category.php?cid=1?cid=1;RES SMD 499 OHM 0.1% 1/10W 0603;Susumu;RG16P499BCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.84, 'unit_price': 0.084}, {'break_quantity': 25, 'total_price': 1.94, 'unit_price': 0.0776}, {'break_quantity': 50, 'total_price': 3.67, 'unit_price': 0.0734}, {'break_quantity': 100, 'total_price': 6.93, 'unit_price': 0.0693}, {'break_quantity': 250, 'total_price': 16.07, 'unit_price': 0.06428}, {'break_quantity': 500, 'total_price': 30.42, 'unit_price': 0.06084}, {'break_quantity': 1000, 'total_price': 57.69, 'unit_price': 0.05769}];109596;0603 (1608 Metric)
USBC1:R2;5.1K;RG1608P-4990-B-T5;RESC1608X50N;;https://www.digikey.ca/en/products/detail/susumu/RG1608P-4990-B-T5/1240599;RG1608P-4990-B-T5;https://www.susumu.co.jp/english/product/category.php?cid=1?cid=1;RES SMD 499 OHM 0.1% 1/10W 0603;Susumu;RG16P499BCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.84, 'unit_price': 0.084}, {'break_quantity': 25, 'total_price': 1.94, 'unit_price': 0.0776}, {'break_quantity': 50, 'total_price': 3.67, 'unit_price': 0.0734}, {'break_quantity': 100, 'total_price': 6.93, 'unit_price': 0.0693}, {'break_quantity': 250, 'total_price': 16.07, 'unit_price': 0.06428}, {'break_quantity': 500, 'total_price': 30.42, 'unit_price': 0.06084}, {'break_quantity': 1000, 'total_price': 57.69, 'unit_price': 0.05769}];109596;0603 (1608 Metric)
USBC1:U1;MBRM120ET1GDO-216AA_ONS;MBRM120ET1GDO-216AA_ONS;DO-216AA_ONS;;https://www.digikey.ca/en/products/detail/onsemi/MBRM120ET1G/1477266?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EBMTAbEtCGpFnkaRXBUABAFaAgsIACwpiIBqdYgAcALlBABhEgFdl2fABMAqgDsAlqoDy6ALL5MuHQCd8IRiAC0rZFyirnHX4ySEomEGIAZjoPT3DObgCg4hDKAFYYj3jKWwAhACVbMDkYoA;MBRM120ET1G;https://www.onsemi.com/pdf/datasheet/mbrm120e-d.pdf;DIODE SCHOTTKY 20V 1A POWERMITE;onsemi;MBRM120ET1GOSCT-ND;[{'break_quantity': 1, 'total_price': 0.75, 'unit_price': 0.75}, {'break_quantity': 10, 'total_price': 4.76, 'unit_price': 0.476}, {'break_quantity': 100, 'total_price': 40.83, 'unit_price': 0.4083}, {'break_quantity': 500, 'total_price': 157.34, 'unit_price': 0.31468}, {'break_quantity': 1000, 'total_price': 284.52, 'unit_price': 0.28452}];472;DO-216AA
