"Part";"Value";"Device";"Footprint Name";"Detailed Description";"AVAILABILITY";"CATEGORY";"COPYRIGHT";"DATASHEET";"DESCRIPTION";"DIGI-KEY_PART_NUMBER_1";"DIGI-KEY_PART_NUMBER_2";"DIGI-KEY_PART_NUMBER_3";"MANUFACTURER";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MAXIMUM_PACKAGE_HEIGHT";"MF";"MP";"MPN";"OPERATING_TEMPERATURE";"PACKAGE";"PACKAGE_SIZE";"PACKAGE_TYPE";"PARTREV";"PART_STATUS";"POPULARITY";"PRICE";"PROD_ID";"PURCHASE-URL";"REFDES";"ROHS";"SERIES";"SNAPEDA_PACKAGE_ID";"SPICEPREFIX";"STANDARD";"SUBCATEGORY";"THERMALLOSS";"TYPE";"VALUE";
"EMG1:U$17";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"10K Resistor 0.1% 1/10W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$19";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"10K Resistor 0.1% 1/10W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$20";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"10K Resistor 0.1% 1/10W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$21";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"RNCF0402BTE10K0";"10K Resistor 0.1% 1/10W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$23";"RNCF0805DTE82K0";"RNCF0805DTE82K0";"RNCF0805DTE82K0";"82K Resistor 0.5% 1/4W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$24";"RNCF0805DTE82K0";"RNCF0805DTE82K0";"RNCF0805DTE82K0";"82K Resistor 0.5% 1/4W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$25";"RNCF1206TKY1K00";"RNCF1206TKY1K00";"RNCF1206TKY1K00";"1K Resistor 0.01% 1/4W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U$26";"TAP105J035SCS";"TAP105J035SCS";"TAP105J035SCS";"1uF Tantalum Capacitor Polarized 5% 35V";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"EMG1:U1";"TL072_SOIC";"TL072_SOIC";"SOIC127P600X175-8N";"FET-Input Operational Amplifiers";"";"Linear ICs";"";"https://www.ti.com/lit/ds/symlink/tl071.pdf";"J-FET Amplifier 2 Circuit 8-SOIC";"";"";"";"Texas Instruments";"";"";"";"";"";"TL072CDR";"0°C ~ 70°C";"";"8-SOIC";"SMD";"";"ACTIVE";"";"";"";"";"";"COMPLIANT";"TL072";"";"";"";"Amplifiers";"";"J-FET";"";
"EMG1:U2";"TL072_SOIC";"TL072_SOIC";"SOIC127P600X175-8N";"FET-Input Operational Amplifiers";"";"Linear ICs";"";"https://www.ti.com/lit/ds/symlink/tl071.pdf";"J-FET Amplifier 2 Circuit 8-SOIC";"";"";"";"Texas Instruments";"";"";"";"";"";"TL072CDR";"0°C ~ 70°C";"";"8-SOIC";"SMD";"";"ACTIVE";"";"";"";"";"";"COMPLIANT";"TL072";"";"";"";"Amplifiers";"";"J-FET";"";
"EMG1:U3";"TL072_SOIC";"TL072_SOIC";"SOIC127P600X175-8N";"FET-Input Operational Amplifiers";"";"Linear ICs";"";"https://www.ti.com/lit/ds/symlink/tl071.pdf";"J-FET Amplifier 2 Circuit 8-SOIC";"";"";"";"Texas Instruments";"";"";"";"";"";"TL072CDR";"0°C ~ 70°C";"";"8-SOIC";"SMD";"";"ACTIVE";"";"";"";"";"";"COMPLIANT";"TL072";"";"";"";"Amplifiers";"";"J-FET";"";
"ESP1:C1";"0.1 uF";"GRM033C70J104KE14D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C2";"10 nF";"GRM033R70J103KA01D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"C";"";"";"";"";"";
"ESP1:C3";"1 uF";"CL03A105MQ3CSNCCAP_CL03_SAM";"CAP_CL03_SAM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"";"";"";"";"";"";"Samsung";"CL03A105MQ3CSNC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C4";"0.1 uF";"GRM033C70J104KE14D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C5";"1 uF";"CL03A105MQ3CSNCCAP_CL03_SAM";"CAP_CL03_SAM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"";"";"";"";"";"";"Samsung";"CL03A105MQ3CSNC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C6";"0.1 uF";"GRM033C70J104KE14D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C7";"0.1 uF";"GRM033C70J104KE14D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C8";"0.1 uF";"GRM033C70J104KE14D";"CAPC0603X33N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C9";"1 uF";"CL03A105MQ3CSNCCAP_CL03_SAM";"CAP_CL03_SAM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"";"";"";"";"";"";"Samsung";"CL03A105MQ3CSNC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C10";"10 nF";"C0603C106M9PACTU";"CAPC1608X90N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C11";"1 uF";"CL03A105MQ3CSNCCAP_CL03_SAM";"CAP_CL03_SAM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"";"";"";"";"";"";"Samsung";"CL03A105MQ3CSNC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C12";"15 pF";"C0402C150J8HACTUCAPC10555_55N_KEM";"CAPC10555_55N_KEM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"https://content.kemet.com/datasheets/KEM_C1007_X8R_ULTRA_150C_SMD.pdf";"SMD Comm X8R HT150C, Ceramic, 15 pF, 5%, 10 VDC, X8R, SMD, MLCC, High Temperature, Ultra-Stable, 0402";"";"";"";"";"Kemet";"C0402C150J8HACTU";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C13";"15 pF";"C0402C150J8HACTUCAPC10555_55N_KEM";"CAPC10555_55N_KEM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"https://content.kemet.com/datasheets/KEM_C1007_X8R_ULTRA_150C_SMD.pdf";"SMD Comm X8R HT150C, Ceramic, 15 pF, 5%, 10 VDC, X8R, SMD, MLCC, High Temperature, Ultra-Stable, 0402";"";"";"";"";"Kemet";"C0402C150J8HACTU";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C14";"10 uF";"C0603C106M9PACTU";"CAPC1608X90N";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C15";"1 uF";"CL03A105MQ3CSNCCAP_CL03_SAM";"CAP_CL03_SAM";"";"";"";"Copyright (C) 2025 Ultra Librarian. All rights reserved.";"";"";"";"";"";"";"Samsung";"CL03A105MQ3CSNC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C16";"TBD";"885012005024_6.3V(DC)";"WCAP-CSGP_0402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C17";"TBD";"885012005024_6.3V(DC)";"WCAP-CSGP_0402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C18";"TBD";"885012005024_6.3V(DC)";"WCAP-CSGP_0402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"ESP1:C19";"TBD";"885012005024_6.3V(DC)";"WCAP-CSGP_0402";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
